sample_id,label,score,rank,method
0,5,0.0,0,forgetting_events
1,0,0.0,1,forgetting_events
2,4,0.0,2,forgetting_events
3,1,0.0,3,forgetting_events
4,9,0.0,4,forgetting_events
5,2,0.0,5,forgetting_events
6,1,0.0,6,forgetting_events
8,1,0.0,7,forgetting_events
10,3,0.0,8,forgetting_events
11,5,0.0,9,forgetting_events
12,3,0.0,10,forgetting_events
13,6,0.0,11,forgetting_events
14,1,0.0,12,forgetting_events
15,7,0.0,13,forgetting_events
18,6,0.0,14,forgetting_events
20,4,0.0,15,forgetting_events
21,0,0.0,16,forgetting_events
22,9,0.0,17,forgetting_events
23,1,0.0,18,forgetting_events
26,4,0.0,19,forgetting_events
27,3,0.0,20,forgetting_events
28,2,0.0,21,forgetting_events
29,7,0.0,22,forgetting_events
33,9,0.0,23,forgetting_events
35,5,0.0,24,forgetting_events
36,6,0.0,25,forgetting_events
37,0,0.0,26,forgetting_events
39,6,0.0,27,forgetting_events
40,1,0.0,28,forgetting_events
43,9,0.0,29,forgetting_events
45,9,0.0,30,forgetting_events
46,8,0.0,31,forgetting_events
49,3,0.0,32,forgetting_events
51,0,0.0,33,forgetting_events
52,7,0.0,34,forgetting_events
54,9,0.0,35,forgetting_events
55,8,0.0,36,forgetting_events
56,0,0.0,37,forgetting_events
57,9,0.0,38,forgetting_events
58,4,0.0,39,forgetting_events
59,1,0.0,40,forgetting_events
61,4,0.0,41,forgetting_events
62,6,0.0,42,forgetting_events
63,0,0.0,43,forgetting_events
64,4,0.0,44,forgetting_events
66,6,0.0,45,forgetting_events
67,1,0.0,46,forgetting_events
68,0,0.0,47,forgetting_events
71,7,0.0,48,forgetting_events
72,1,0.0,49,forgetting_events
74,3,0.0,50,forgetting_events
75,0,0.0,51,forgetting_events
76,2,0.0,52,forgetting_events
77,1,0.0,53,forgetting_events
78,1,0.0,54,forgetting_events
79,7,0.0,55,forgetting_events
81,0,0.0,56,forgetting_events
82,2,0.0,57,forgetting_events
83,6,0.0,58,forgetting_events
84,7,0.0,59,forgetting_events
85,8,0.0,60,forgetting_events
86,3,0.0,61,forgetting_events
87,9,0.0,62,forgetting_events
88,0,0.0,63,forgetting_events
89,4,0.0,64,forgetting_events
91,7,0.0,65,forgetting_events
92,4,0.0,66,forgetting_events
93,6,0.0,67,forgetting_events
94,8,0.0,68,forgetting_events
95,0,0.0,69,forgetting_events
