sample_id,label,score,rank,method
46,1,0.0,0,forgetting_events
62,8,0.0,1,forgetting_events
213,0,0.0,2,forgetting_events
275,1,0.0,3,forgetting_events
278,9,0.0,4,forgetting_events
354,1,0.0,5,forgetting_events
410,8,0.0,6,forgetting_events
427,1,0.0,7,forgetting_events
454,1,0.0,8,forgetting_events
554,8,0.0,9,forgetting_events
574,8,0.0,10,forgetting_events
587,6,0.0,11,forgetting_events
595,7,0.0,12,forgetting_events
623,7,0.0,13,forgetting_events
794,7,0.0,14,forgetting_events
920,6,0.0,15,forgetting_events
971,8,0.0,16,forgetting_events
1051,6,0.0,17,forgetting_events
1058,8,0.0,18,forgetting_events
1106,8,0.0,19,forgetting_events
1112,9,0.0,20,forgetting_events
1175,6,0.0,21,forgetting_events
1327,6,0.0,22,forgetting_events
1383,8,0.0,23,forgetting_events
1389,1,0.0,24,forgetting_events
1399,8,0.0,25,forgetting_events
1558,8,0.0,26,forgetting_events
1601,0,0.0,27,forgetting_events
1602,9,0.0,28,forgetting_events
1622,9,0.0,29,forgetting_events
1729,7,0.0,30,forgetting_events
1915,7,0.0,31,forgetting_events
1996,8,0.0,32,forgetting_events
2100,6,0.0,33,forgetting_events
2172,8,0.0,34,forgetting_events
2302,9,0.0,35,forgetting_events
2351,9,0.0,36,forgetting_events
2358,7,0.0,37,forgetting_events
2541,7,0.0,38,forgetting_events
2560,7,0.0,39,forgetting_events
2592,8,0.0,40,forgetting_events
2720,0,0.0,41,forgetting_events
2727,1,0.0,42,forgetting_events
2820,8,0.0,43,forgetting_events
2874,6,0.0,44,forgetting_events
2909,6,0.0,45,forgetting_events
3039,8,0.0,46,forgetting_events
3060,5,0.0,47,forgetting_events
3130,8,0.0,48,forgetting_events
3184,0,0.0,49,forgetting_events
3221,5,0.0,50,forgetting_events
3272,7,0.0,51,forgetting_events
3324,8,0.0,52,forgetting_events
3330,8,0.0,53,forgetting_events
3363,9,0.0,54,forgetting_events
3478,0,0.0,55,forgetting_events
3529,8,0.0,56,forgetting_events
3611,7,0.0,57,forgetting_events
3788,9,0.0,58,forgetting_events
3846,9,0.0,59,forgetting_events
3977,9,0.0,60,forgetting_events
4159,8,0.0,61,forgetting_events
4187,7,0.0,62,forgetting_events
4417,6,0.0,63,forgetting_events
4566,9,0.0,64,forgetting_events
4589,7,0.0,65,forgetting_events
4643,9,0.0,66,forgetting_events
4690,9,0.0,67,forgetting_events
4805,6,0.0,68,forgetting_events
4860,8,0.0,69,forgetting_events
4951,6,0.0,70,forgetting_events
4955,8,0.0,71,forgetting_events
5052,1,0.0,72,forgetting_events
5217,8,0.0,73,forgetting_events
5246,8,0.0,74,forgetting_events
5322,0,0.0,75,forgetting_events
5374,6,0.0,76,forgetting_events
5388,9,0.0,77,forgetting_events
5422,1,0.0,78,forgetting_events
5433,1,0.0,79,forgetting_events
5498,7,0.0,80,forgetting_events
5590,1,0.0,81,forgetting_events
5600,8,0.0,82,forgetting_events
5752,8,0.0,83,forgetting_events
5805,1,0.0,84,forgetting_events
5831,1,0.0,85,forgetting_events
5884,9,0.0,86,forgetting_events
5929,8,0.0,87,forgetting_events
6055,8,0.0,88,forgetting_events
6057,9,0.0,89,forgetting_events
6074,1,0.0,90,forgetting_events
6233,1,0.0,91,forgetting_events
6268,9,0.0,92,forgetting_events
6460,7,0.0,93,forgetting_events
6464,1,0.0,94,forgetting_events
6537,6,0.0,95,forgetting_events
6538,7,0.0,96,forgetting_events
6610,9,0.0,97,forgetting_events
6695,7,0.0,98,forgetting_events
6709,1,0.0,99,forgetting_events
6722,6,0.0,100,forgetting_events
6751,1,0.0,101,forgetting_events
6764,7,0.0,102,forgetting_events
6804,6,0.0,103,forgetting_events
6869,1,0.0,104,forgetting_events
6925,6,0.0,105,forgetting_events
6967,1,0.0,106,forgetting_events
7104,8,0.0,107,forgetting_events
7232,6,0.0,108,forgetting_events
7486,6,0.0,109,forgetting_events
7497,8,0.0,110,forgetting_events
7520,0,0.0,111,forgetting_events
7565,7,0.0,112,forgetting_events
7568,7,0.0,113,forgetting_events
7575,6,0.0,114,forgetting_events
7725,7,0.0,115,forgetting_events
7790,8,0.0,116,forgetting_events
7825,6,0.0,117,forgetting_events
7913,1,0.0,118,forgetting_events
8064,7,0.0,119,forgetting_events
8079,0,0.0,120,forgetting_events
8097,0,0.0,121,forgetting_events
8138,8,0.0,122,forgetting_events
8142,7,0.0,123,forgetting_events
8312,7,0.0,124,forgetting_events
8421,0,0.0,125,forgetting_events
8429,8,0.0,126,forgetting_events
8618,8,0.0,127,forgetting_events
8653,7,0.0,128,forgetting_events
8690,1,0.0,129,forgetting_events
8806,0,0.0,130,forgetting_events
8830,8,0.0,131,forgetting_events
8885,7,0.0,132,forgetting_events
8926,8,0.0,133,forgetting_events
8983,6,0.0,134,forgetting_events
9181,0,0.0,135,forgetting_events
9271,7,0.0,136,forgetting_events
9279,7,0.0,137,forgetting_events
9281,0,0.0,138,forgetting_events
9310,7,0.0,139,forgetting_events
9663,8,0.0,140,forgetting_events
9689,7,0.0,141,forgetting_events
9774,1,0.0,142,forgetting_events
9929,5,0.0,143,forgetting_events
10016,8,0.0,144,forgetting_events
10041,7,0.0,145,forgetting_events
10129,9,0.0,146,forgetting_events
